iso3,date,year,month,exchange_rate,depreciation,log_depreciation,is_structural_break
MWI,2016-10-31,2016,10,726.58,0.002967850585978038,0.0029634552118227623,False
MWI,2016-11-30,2016,11,730.46,0.005340086432326752,0.005325878728573734,False
MWI,2016-12-31,2016,12,728.62,-0.002518960654929847,-0.002522138574144453,False
MYS,1990-01-31,1990,1,2.6998,,,False
MYS,1990-02-28,1990,2,2.703,0.0011852729831838271,0.0011845711017208385,False
MYS,1990-03-31,1990,3,2.7273,0.008990011098779283,0.008949841519474758,False
MYS,1990-04-30,1990,4,2.7183,-0.003299967000329973,-0.0033054238997975655,False
MYS,1990-05-31,1990,5,2.703,-0.005628517823639934,-0.005644417619677182,False
MYS,1990-06-30,1990,6,2.7105,0.002774694783573839,0.0027708524239453015,False
MYS,1990-07-31,1990,7,2.705,-0.002029145914038022,-0.002031207419811001,False
MYS,1990-08-31,1990,8,2.6885,-0.00609981515711655,-0.006118495030849221,False
MYS,1990-09-30,1990,9,2.701,0.004649432769202155,0.004638657542882796,False
MYS,1990-10-31,1990,10,2.7005,-0.0001851166234728696,-0.00018513375966984185,False
MYS,1990-11-30,1990,11,2.6945,-0.002221810775782207,-0.0022242826593943726,False
MYS,1990-12-31,1990,12,2.7015,0.002597884579699228,0.0025945159105689158,False
MYS,1991-01-31,1991,1,2.699,-0.0009254118082546725,-0.0009258402661158053,False
MYS,1991-02-28,1991,2,2.7168,0.006595035198221577,0.006573383099023538,False
MYS,1991-03-31,1991,3,2.772,0.02031802120141335,0.020114364192765594,False
MYS,1991-04-30,1991,4,2.759,-0.004689754689754633,-0.004700786092507709,False
MYS,1991-05-31,1991,5,2.7595,0.00018122508155138384,0.00018120866226998598,False
MYS,1991-06-30,1991,6,2.781,0.007791266533792474,0.0077610713544089905,False
MYS,1991-07-31,1991,7,2.789,0.0028766630708378926,0.0028725333935241725,False
MYS,1991-08-31,1991,8,2.7855,-0.0012549300824669096,-0.0012557181666188533,False
MYS,1991-09-30,1991,9,2.741,-0.015975587865733165,-0.016104573158084286,False
MYS,1991-10-31,1991,10,2.745,0.0014593214155418366,0.001458257640845278,False
MYS,1991-11-30,1991,11,2.7515,0.0023679417122040025,0.002365142556182479,False
MYS,1991-12-31,1991,12,2.724,-0.009994548428130079,-0.010044829230410472,False
MYS,1992-01-31,1992,1,2.6945,-0.01082966226138038,-0.010888729895851657,False
MYS,1992-02-29,1992,2,2.588,-0.039524958248283504,-0.040327281752760166,False
MYS,1992-03-31,1992,3,2.585,-0.0011591962905719289,-0.0011598686782617368,False
MYS,1992-04-30,1992,4,2.527,-0.022437137330754253,-0.02269267955433518,False
MYS,1992-05-31,1992,5,2.5305,0.0013850415512464131,0.0013840832659383333,False
MYS,1992-06-30,1992,6,2.5065,-0.009484291641967957,-0.009529553950574553,False
MYS,1992-07-31,1992,7,2.5025,-0.001595850787951325,-0.0015971255141824434,False
MYS,1992-08-31,1992,8,2.493,-0.003796203796203823,-0.003803427665817795,False
MYS,1992-09-30,1992,9,2.4985,0.002206177296430134,0.0022037472607019486,False
MYS,1992-10-31,1992,10,2.509,0.004202521512907786,0.004193715582162628,False
MYS,1992-11-30,1992,11,2.534,0.009964129135113575,0.009914814514662057,False
MYS,1992-12-31,1992,12,2.612,0.030781373322809946,0.030317129515237472,False
MYS,1993-01-31,1993,1,2.6238,0.004517611026033652,0.004507437250608195,False
MYS,1993-02-28,1993,2,2.6335,0.003696928119521381,0.003690111276514192,False
MYS,1993-03-31,1993,3,2.5945,-0.014809189291817071,-0.014919940115649805,False
MYS,1993-04-30,1993,4,2.5709,-0.00909616496434773,-0.009137787669800288,False
MYS,1993-05-31,1993,5,2.5575,-0.0052121825041813175,-0.0052258133122124635,False
MYS,1993-06-30,1993,6,2.5805,0.008993157380253969,0.00895295976300011,False
MYS,1993-07-31,1993,7,2.5665,-0.005425305173415884,-0.005440075588423859,False
MYS,1993-08-31,1993,8,2.5495,-0.006623806740697402,-0.006645841505147386,False
MYS,1993-09-30,1993,9,2.5508,0.0005099039027260943,0.0005097739459062031,False
MYS,1993-10-31,1993,10,2.558,0.0028226438764307193,0.002818667697671235,False
MYS,1993-11-30,1993,11,2.5585,0.0001954652071931573,0.00019544610635853762,False
MYS,1993-12-31,1993,12,2.7015,0.05589212429157708,0.05438602503897395,False
MYS,1994-01-31,1994,1,2.762,0.022394965759763075,0.022147880685116948,False
MYS,1994-02-28,1994,2,2.728,-0.012309920347574166,-0.012386315005884652,False
MYS,1994-03-31,1994,3,2.673,-0.02016129032258074,-0.020367302824433813,False
MYS,1994-04-30,1994,4,2.688,0.0056116722783390305,0.005595985504121246,False
MYS,1994-05-31,1994,5,2.5785,-0.040736607142857206,-0.04158958815202659,False
MYS,1994-06-30,1994,6,2.6035,0.00969555943377931,0.009648859111940111,False
MYS,1994-07-31,1994,7,2.594,-0.003648934127136627,-0.0036556077265646565,False
MYS,1994-08-31,1994,8,2.5533,-0.015690053970701556,-0.01581444572536408,False
MYS,1994-09-30,1994,9,2.5655,0.0047781302627971645,0.004766751230994441,False
MYS,1994-10-31,1994,10,2.553,-0.004872344572208198,-0.004884253140535713,False
MYS,1994-11-30,1994,11,2.5575,0.001762632197414904,0.0017610805842978177,False
MYS,1994-12-31,1994,12,2.56,0.0009775171065493637,0.0009770396478266119,False
MYS,1995-01-31,1995,1,2.5565,-0.0013671874999999778,-0.001368122953554206,False
MYS,1995-02-28,1995,2,2.5545,-0.0007823195775474856,-0.0007826257492013265,False
MYS,1995-03-31,1995,3,2.5368,-0.006928948913681787,-0.006953065546715142,False
MYS,1995-04-30,1995,4,2.4715,-0.02574109113844214,-0.02607819047712359,False
MYS,1995-05-31,1995,5,2.4655,-0.002427675500707993,-0.0024306270828331057,False
MYS,1995-06-30,1995,6,2.4395,-0.01054552829040778,-0.010601526408289078,False
MYS,1995-07-31,1995,7,2.4575,0.007378561180569898,0.007351472765429846,False
MYS,1995-08-31,1995,8,2.499,0.01688708036622577,0.0167460788136307,False
MYS,1995-09-30,1995,9,2.5072,0.0032813125250099606,0.0032759407668039565,False
MYS,1995-10-31,1995,10,2.5445,0.014877153797064446,0.014767574427130972,False
MYS,1995-11-30,1995,11,2.5425,-0.0007860090391040853,-0.0007863181061724807,False
MYS,1995-12-31,1995,12,2.542,-0.0001966568338250818,-0.00019667617331576374,False
MYS,1996-01-31,1996,1,2.563,0.008261211644374544,0.008227274614671785,False
MYS,1996-02-29,1996,2,2.5505,-0.0048770971517753114,-0.004889029001089913,False
MYS,1996-03-31,1996,3,2.5368,-0.005371495785140179,-0.005385974138843686,False
MYS,1996-04-30,1996,4,2.493,-0.017265846736045476,-0.01741663970057975,False
MYS,1996-05-31,1996,5,2.5005,0.0030084235860410313,0.0030039073354006175,False
MYS,1996-06-30,1996,6,2.4955,-0.0019996000799841207,-0.002001601949294569,False
MYS,1996-07-31,1996,7,2.4955,0.0,0.0,False
MYS,1996-08-31,1996,8,2.495,-0.00020036064916839624,-0.00020038072404478545,False
MYS,1996-09-30,1996,9,2.5085,0.005410821643286656,0.0053962357386887075,False
MYS,1996-10-31,1996,10,2.534,0.010165437512457576,0.01011411695677663,False
MYS,1996-11-30,1996,11,2.527,-0.0027624309392263457,-0.002766253492889962,False
MYS,1996-12-31,1996,12,2.529,0.0007914523149978869,0.0007911392817707884,False
MYS,1997-01-31,1997,1,2.4865,-0.01680506128904702,-0.016947868515171875,False
MYS,1997-02-28,1997,2,2.483,-0.0014076010456464116,-0.001408592646626547,False
MYS,1997-03-31,1997,3,2.479,-0.00161095449053561,-0.0016122534729760723,False
MYS,1997-04-30,1997,4,2.5128,0.01363453005244053,0.013542416189246316,False
MYS,1997-05-31,1997,5,2.5125,-0.00011938872970385095,-0.00011939585710553436,False
MYS,1997-06-30,1997,6,2.5248,0.00489552238805957,0.004883578284223784,False
MYS,1997-07-31,1997,7,2.6307,0.04194391634980987,0.04108811880186452,False
MYS,1997-08-31,1997,8,2.958,0.12441555479530164,0.11726339381732548,False
MYS,1997-09-30,1997,9,3.1935,0.07961460446247459,0.0766041297308987,False
MYS,1997-10-31,1997,10,3.43,0.07405667762642887,0.07144276715834191,False
MYS,1997-11-30,1997,11,3.505,0.021865889212827838,0.02163025930870472,False
MYS,1997-12-31,1997,12,3.8919,0.11038516405135534,0.10470694977638609,False
MYS,1998-01-31,1998,1,4.5674,0.1735656106272001,0.16004664495241505,False
MYS,1998-02-28,1998,2,3.674,-0.1956036256951439,-0.21766312842242055,False
MYS,1998-03-31,1998,3,3.648,-0.007076755579749516,-0.007101914580848877,False
MYS,1998-04-30,1998,4,3.7315,0.022889254385964897,0.022631225377220097,False
MYS,1998-05-31,1998,5,3.8905,0.0426102103711643,0.0417273864855426,False
MYS,1998-06-30,1998,6,4.169,0.07158462922503528,0.06913851482381202,False
MYS,1998-07-31,1998,7,4.1365,-0.007795634444710875,-0.00782617925055922,False
MYS,1998-08-31,1998,8,4.2085,0.017406019581772014,0.01725627002139319,False
MYS,1998-09-30,1998,9,3.8,-0.09706546275395034,-0.10210522293715366,False
MYS,1998-10-31,1998,10,3.8015,0.00039473684210533655,0.0003946589540142709,False
MYS,1998-11-30,1998,11,3.7965,-0.0013152702880441236,-0.0013161360152028304,False
MYS,1998-12-31,1998,12,3.8,0.0009219017516133299,0.0009214770611887043,False
MYS,1999-01-31,1999,1,3.8,0.0,0.0,False
MYS,1999-02-28,1999,2,3.8,0.0,0.0,False
MYS,1999-03-31,1999,3,3.8,0.0,0.0,False
MYS,1999-04-30,1999,4,3.8,0.0,0.0,False
MYS,1999-05-31,1999,5,3.8,0.0,0.0,False
MYS,1999-06-30,1999,6,3.8,0.0,0.0,False
MYS,1999-07-31,1999,7,3.8,0.0,0.0,False
MYS,1999-08-31,1999,8,3.8,0.0,0.0,False
MYS,1999-09-30,1999,9,3.8,0.0,0.0,False
MYS,1999-10-31,1999,10,3.8,0.0,0.0,False
MYS,1999-11-30,1999,11,3.8,0.0,0.0,False
MYS,1999-12-31,1999,12,3.8,0.0,0.0,False
MYS,2000-01-31,2000,1,3.8,0.0,0.0,False
MYS,2000-02-29,2000,2,3.8,0.0,0.0,False
MYS,2000-03-31,2000,3,3.8,0.0,0.0,False
MYS,2000-04-30,2000,4,3.8,0.0,0.0,False
MYS,2000-05-31,2000,5,3.8,0.0,0.0,False
MYS,2000-06-30,2000,6,3.8,0.0,0.0,False
MYS,2000-07-31,2000,7,3.8,0.0,0.0,False
MYS,2000-08-31,2000,8,3.8,0.0,0.0,False
MYS,2000-09-30,2000,9,3.8,0.0,0.0,False
MYS,2000-10-31,2000,10,3.8,0.0,0.0,False
MYS,2000-11-30,2000,11,3.8,0.0,0.0,False
MYS,2000-12-31,2000,12,3.8,0.0,0.0,False
MYS,2001-01-31,2001,1,3.8,0.0,0.0,False
MYS,2001-02-28,2001,2,3.8,0.0,0.0,False
MYS,2001-03-31,2001,3,3.8,0.0,0.0,False
MYS,2001-04-30,2001,4,3.8,0.0,0.0,False
MYS,2001-05-31,2001,5,3.8,0.0,0.0,False
MYS,2001-06-30,2001,6,3.8,0.0,0.0,False
MYS,2001-07-31,2001,7,3.8,0.0,0.0,False
MYS,2001-08-31,2001,8,3.8,0.0,0.0,False
MYS,2001-09-30,2001,9,3.8,0.0,0.0,False
MYS,2001-10-31,2001,10,3.8,0.0,0.0,False
MYS,2001-11-30,2001,11,3.8,0.0,0.0,False
MYS,2001-12-31,2001,12,3.8,0.0,0.0,False
MYS,2002-01-31,2002,1,3.8,0.0,0.0,False
MYS,2002-02-28,2002,2,3.8,0.0,0.0,False
MYS,2002-03-31,2002,3,3.8,0.0,0.0,False
MYS,2002-04-30,2002,4,3.8,0.0,0.0,False
MYS,2002-05-31,2002,5,3.8,0.0,0.0,False
MYS,2002-06-30,2002,6,3.8,0.0,0.0,False
MYS,2002-07-31,2002,7,3.8,0.0,0.0,False
MYS,2002-08-31,2002,8,3.8,0.0,0.0,False
MYS,2002-09-30,2002,9,3.8,0.0,0.0,False
MYS,2002-10-31,2002,10,3.8,0.0,0.0,False
MYS,2002-11-30,2002,11,3.8,0.0,0.0,False
MYS,2002-12-31,2002,12,3.8,0.0,0.0,False
MYS,2003-01-31,2003,1,3.8,0.0,0.0,False
MYS,2003-02-28,2003,2,3.8,0.0,0.0,False
MYS,2003-03-31,2003,3,3.8,0.0,0.0,False
MYS,2003-04-30,2003,4,3.8,0.0,0.0,False
MYS,2003-05-31,2003,5,3.8,0.0,0.0,False
MYS,2003-06-30,2003,6,3.8,0.0,0.0,False
MYS,2003-07-31,2003,7,3.8,0.0,0.0,False
MYS,2003-08-31,2003,8,3.8,0.0,0.0,False
MYS,2003-09-30,2003,9,3.8,0.0,0.0,False
MYS,2003-10-31,2003,10,3.8,0.0,0.0,False
MYS,2003-11-30,2003,11,3.8,0.0,0.0,False
MYS,2003-12-31,2003,12,3.8,0.0,0.0,False
MYS,2004-01-31,2004,1,3.8,0.0,0.0,False
MYS,2004-02-29,2004,2,3.8,0.0,0.0,False
MYS,2004-03-31,2004,3,3.8,0.0,0.0,False
MYS,2004-04-30,2004,4,3.8,0.0,0.0,False
MYS,2004-05-31,2004,5,3.8,0.0,0.0,False
MYS,2004-06-30,2004,6,3.8,0.0,0.0,False
MYS,2004-07-31,2004,7,3.8,0.0,0.0,False
MYS,2004-08-31,2004,8,3.8,0.0,0.0,False
MYS,2004-09-30,2004,9,3.8,0.0,0.0,False
MYS,2004-10-31,2004,10,3.8,0.0,0.0,False
MYS,2004-11-30,2004,11,3.8,0.0,0.0,False
MYS,2004-12-31,2004,12,3.8,0.0,0.0,False
MYS,2005-01-31,2005,1,3.8,0.0,0.0,False
MYS,2005-02-28,2005,2,3.8,0.0,0.0,False
MYS,2005-03-31,2005,3,3.8,0.0,0.0,False
MYS,2005-04-30,2005,4,3.8,0.0,0.0,False
MYS,2005-05-31,2005,5,3.8,0.0,0.0,False
MYS,2005-06-30,2005,6,3.8,0.0,0.0,False
MYS,2005-07-31,2005,7,3.7505,-0.013026315789473553,-0.013111902304786016,False
MYS,2005-08-31,2005,8,3.7698,0.005145980535928407,0.0051327852272652135,False
MYS,2005-09-30,2005,9,3.7692,-0.0001591596371159909,-0.00015917230435512765,False
MYS,2005-10-31,2005,10,3.7748,0.0014857264140930582,0.0014846238145766676,False
MYS,2005-11-30,2005,11,3.77825,0.0009139557062625148,0.0009135383030520132,False
MYS,2005-12-31,2005,12,3.78,0.0004631773969430153,0.0004630701634033193,False
MYS,2006-01-31,2006,1,3.751,-0.007671957671957608,-0.007701538531745974,False
MYS,2006-02-28,2006,2,3.7135,-0.009997334044254846,-0.010047642972536184,False
MYS,2006-03-31,2006,3,3.686,-0.007405412683452184,-0.007432968879582454,False
MYS,2006-04-30,2006,4,3.6255,-0.01641345632121538,-0.01654964941812117,False
MYS,2006-05-31,2006,5,3.629,0.0009653840849537243,0.0009649184014228641,False
MYS,2006-06-30,2006,6,3.675,0.012675668228161907,0.012596004433866598,False
MYS,2006-07-31,2006,7,3.6535,-0.005850340136054344,-0.005867520415664464,False
MYS,2006-08-31,2006,8,3.677,0.006432188312576859,0.006411590069999377,False
MYS,2006-09-30,2006,9,3.6845,0.0020397062822952172,0.0020376289057818537,False
MYS,2006-10-31,2006,10,3.648,-0.009906364499932097,-0.009955759012831933,False
MYS,2006-11-30,2006,11,3.618,-0.008223684210526438,-0.008257685238981688,False
MYS,2006-12-31,2006,12,3.5315,-0.02390823659480379,-0.02419867710626352,False
MYS,2007-01-31,2007,1,3.5015,-0.008494973807164019,-0.008531261753404457,False
MYS,2007-02-28,2007,2,3.506,0.0012851635013564344,0.0012843383856072628,False
MYS,2007-03-31,2007,3,3.456,-0.01426126640045633,-0.014363935557233537,False
MYS,2007-04-30,2007,4,3.423,-0.00954861111111105,-0.009594491393760847,False
MYS,2007-05-31,2007,5,3.4045,-0.0054046158340637085,-0.005419273607164016,False
MYS,2007-06-30,2007,6,3.4545,0.014686444411807775,0.014579643005828117,False
MYS,2007-07-31,2007,7,3.454,-0.0001447387465624006,-0.00014474922222561392,False
MYS,2007-08-31,2007,8,3.5035,0.014331210191082633,0.014229489103964503,False
MYS,2007-09-30,2007,9,3.417,-0.024689596118167567,-0.02499949569529677,False
MYS,2007-10-31,2007,10,3.34175,-0.02202224173251377,-0.022268351263709275,False
MYS,2007-11-30,2007,11,3.3585,0.005012343831824584,0.004999823855336728,False
MYS,2007-12-31,2007,12,3.3065,-0.015483102575554408,-0.015604217592201989,False
MYS,2008-01-31,2008,1,3.236,-0.02132163919552399,-0.021552228936334777,False
MYS,2008-02-29,2008,2,3.189,-0.014524103831891289,-0.014630611168324753,False
MYS,2008-03-31,2008,3,3.1875,-0.0004703668861711918,-0.00047047754337601206,False
MYS,2008-04-30,2008,4,3.158,-0.009254901960784379,-0.009297994651094252,False
MYS,2008-05-31,2008,5,3.2435,0.027074097530082275,0.026714077837522637,False
MYS,2008-06-30,2008,6,3.2665,0.007091105287498012,0.007066081627694882,False
MYS,2008-07-31,2008,7,3.263,-0.0010714832389407958,-0.0010720576874844458,False
MYS,2008-08-31,2008,8,3.3895,0.038768004903463105,0.038035400277699714,False
MYS,2008-09-30,2008,9,3.4575,0.020061956040714035,0.019863366667893036,False
MYS,2008-10-31,2008,10,3.5625,0.030368763557483636,0.0299167610379926,False
MYS,2008-11-30,2008,11,3.587,0.006877192982456259,0.006853652955376728,False
MYS,2008-12-31,2008,12,3.464,-0.034290493448564274,-0.034892207849956815,False
MYS,2009-01-31,2009,1,3.6085,0.041714780600461854,0.040868182830002105,False
MYS,2009-02-28,2009,2,3.6925,0.023278370514064006,0.023011561893206935,False
MYS,2009-03-31,2009,3,3.647,-0.012322274881516604,-0.01239882359685466,False
MYS,2009-04-30,2009,4,3.561,-0.0235810255004113,-0.023863507530902498,False
MYS,2009-05-31,2009,5,3.5075,-0.01502386969952263,-0.015137871301161747,False
MYS,2009-06-30,2009,6,3.5225,0.004276550249465494,0.00426743179621934,False
MYS,2009-07-31,2009,7,3.52,-0.0007097232079489313,-0.0007099751806925384,False
MYS,2009-08-31,2009,8,3.5215,0.00042613636363642016,0.00042604559332231907,False
MYS,2009-09-30,2009,9,3.4745,-0.013346585261962307,-0.013436451431083074,False
MYS,2009-10-31,2009,10,3.4075,-0.01928335012231963,-0.019471699183694232,False
MYS,2009-11-30,2009,11,3.3875,-0.005869405722670584,-0.005886698382731344,False
MYS,2009-12-31,2009,12,3.4245,0.010922509225092192,0.010863289450003512,False
MYS,2010-01-31,2010,1,3.413,-0.003358154475105901,-0.003363805731252915,False
MYS,2010-02-28,2010,2,3.409,-0.001171989452094957,-0.001172676768803971,False
MYS,2010-03-31,2010,3,3.273,-0.039894397183924846,-0.04071199763672252,False
MYS,2010-04-30,2010,4,3.1905,-0.025206232813932195,-0.02552935119277896,False
MYS,2010-05-31,2010,5,3.253,0.019589406049208558,0.019400003164949855,False
MYS,2010-06-30,2010,6,3.2575,0.0013833384568089357,0.001382382525648564,False
MYS,2010-07-31,2010,7,3.1875,-0.02148887183422865,-0.021723119532318542,False
MYS,2010-08-31,2010,8,3.1375,-0.015686274509803866,-0.015810606026642204,False
MYS,2010-09-30,2010,9,3.0875,-0.015936254980079778,-0.01606460250380679,False
MYS,2010-10-31,2010,10,3.1095,0.007125506072874543,0.007100239607711383,False
MYS,2010-11-30,2010,11,3.1575,0.015436565364206567,0.015318633680702305,False
MYS,2010-12-31,2010,12,3.0835,-0.023436262866191715,-0.02371525979309878,False
MYS,2011-01-31,2011,1,3.0595,-0.007783363061456106,-0.007813811528952259,False
MYS,2011-02-28,2011,2,3.0515,-0.0026148063409053846,-0.0026182309180455775,False
MYS,2011-03-31,2011,3,3.0259,-0.008389316729477292,-0.008424705108945935,False
MYS,2011-04-30,2011,4,2.9735,-0.017317161836147954,-0.01746885772895536,False
MYS,2011-05-31,2011,5,3.0115,0.012779552715654896,0.012698583337127343,False
MYS,2011-06-30,2011,6,3.0205,0.002988543914992592,0.0029840870950202394,False
MYS,2011-07-31,2011,7,2.9555,-0.021519615957623084,-0.021754539314371938,False
MYS,2011-08-31,2011,8,2.9803,0.00839113517171386,0.008356125308966412,False
MYS,2011-09-30,2011,9,3.191,0.07069758078045818,0.06831038070485287,False
MYS,2011-10-31,2011,10,3.0735,-0.03682231275462233,-0.03751736993117933,False
MYS,2011-11-30,2011,11,3.1725,0.03221083455344065,0.031702943241478536,False
MYS,2011-12-31,2011,12,3.177,0.0014184397163121698,0.0014174346809735369,False
MYS,2012-01-31,2012,1,3.0455,-0.041391249606547054,-0.04227226399297683,False
MYS,2012-02-29,2012,2,3.0,-0.014940075521260865,-0.015052802626292558,False
MYS,2012-03-31,2012,3,3.068,0.022666666666666613,0.02241359483690001,False
MYS,2012-04-30,2012,4,3.034,-0.011082138200782299,-0.01114400257866928,False
MYS,2012-05-31,2012,5,3.182,0.04878048780487809,0.047628048989254664,False
MYS,2012-06-30,2012,6,3.1895,0.0023570081709616275,0.0023542347842777887,False
MYS,2012-07-31,2012,7,3.144,-0.014265558865025785,-0.01436829013291275,False
MYS,2012-08-31,2012,8,3.1315,-0.003975826972010266,-0.003983751583629707,False
MYS,2012-09-30,2012,9,3.066,-0.02091649369311832,-0.021138342533708117,False
MYS,2012-10-31,2012,10,3.0565,-0.0030984996738420145,-0.0031033099629792188,False
MYS,2012-11-30,2012,11,3.0435,-0.004253230819564968,-0.004262301534801073,False
MYS,2012-12-31,2012,12,3.05825,0.004846393954329065,0.004834687993046793,False
MYS,2013-01-31,2013,1,3.0995,0.013488105942941253,0.013397951214948365,False
MYS,2013-02-28,2013,2,3.092,-0.0024197451201806164,-0.0024226774346614494,False
MYS,2013-03-31,2013,3,3.0885,-0.0011319534282019372,-0.0011325945713588762,False
MYS,2013-04-30,2013,4,3.0315,-0.01845556095191836,-0.018627989624168388,False
MYS,2013-05-31,2013,5,3.085,0.017648029028533685,0.017494110827702754,False
MYS,2013-06-30,2013,6,3.1785,0.03030794165316042,0.02985773003697523,False
MYS,2013-07-31,2013,7,3.249,0.022180273714015986,0.021937869292636792,False
MYS,2013-08-31,2013,8,3.2995,0.015543244075099993,0.015423685154375975,False
MYS,2013-09-30,2013,9,3.2575,-0.01272920139415068,-0.012810911824476183,False
MYS,2013-10-31,2013,10,3.1581,-0.030514198004604642,-0.030989449073611248,False
MYS,2013-11-30,2013,11,3.2265,0.021658592191507564,0.02142737745050563,False
MYS,2013-12-31,2013,12,3.2815,0.01704633503796682,0.016902676537882994,False
MYS,2014-01-31,2014,1,3.346,0.019655645284168966,0.019464967632991978,False
MYS,2014-02-28,2014,2,3.2785,-0.020173341303048375,-0.020379601843095133,False
MYS,2014-03-31,2014,3,3.2685,-0.0030501753850846747,-0.0030548366508898832,False
MYS,2014-04-30,2014,4,3.26705,-0.00044362857579938186,-0.00044372700806866953,False
MYS,2014-05-31,2014,5,3.215,-0.01593180392096849,-0.016060079372995945,False
MYS,2014-06-30,2014,6,3.2105,-0.0013996889580092375,-0.0014006694376166064,False
MYS,2014-07-31,2014,7,3.189,-0.006696776203083621,-0.006719300224045431,False
MYS,2014-08-31,2014,8,3.157,-0.010034493571652536,-0.010085178452065947,False
MYS,2014-09-30,2014,9,3.2715,0.03626860943934118,0.03562638575180182,False
MYS,2014-10-31,2014,10,3.2835,0.003668042182485065,0.003661331321233849,False
MYS,2014-11-30,2014,11,3.3685,0.025887010811634026,0.025557614769687313,False
MYS,2014-12-31,2014,12,3.495,0.03755380733264069,0.03686583426719614,False
MYS,2015-01-31,2015,1,3.6235,0.036766809728183025,0.03610703388142539,False
MYS,2015-02-28,2015,2,3.61125,-0.003380709259003689,-0.003386436768891068,False
MYS,2015-03-31,2015,3,3.7165,0.029145032883350686,0.028728392384903215,False
MYS,2015-04-30,2015,4,3.5705,-0.03928427283734692,-0.040076723176183444,False
MYS,2015-05-31,2015,5,3.6515,0.022685898333566712,0.02243240007099975,False
MYS,2015-06-30,2015,6,3.7855,0.03669724770642202,0.03603993648319687,False
MYS,2015-07-31,2015,7,3.8175,0.008453308677849769,0.00841777954942626,False
MYS,2015-08-31,2015,8,4.214,0.10386378519973816,0.09881655727134694,False
MYS,2015-09-30,2015,9,4.4455,0.05493592785951584,0.053480033197059275,False
MYS,2015-10-31,2015,10,4.304,-0.03182994038915754,-0.03234752571957329,False
MYS,2015-11-30,2015,11,4.2615,-0.009874535315985256,-0.009923611879268154,False
MYS,2015-12-31,2015,12,4.292,0.007157104305995476,0.007131613788236709,False
MYS,2016-01-31,2016,1,4.1475,-0.03366728797763274,-0.03424708168598947,False
MYS,2016-02-29,2016,2,4.2195,0.017359855334538876,0.017210894533421672,False
MYS,2016-03-31,2016,3,3.922,-0.07050598412134135,-0.0731149098417296,False
MYS,2016-04-30,2016,4,3.9045,-0.004462009178990312,-0.004471993653561831,False
MYS,2016-05-31,2016,5,4.1195,0.05506466897169937,0.053602062652915006,False
MYS,2016-06-30,2016,6,4.0225,-0.023546546911032973,-0.02382819688910652,False
MYS,2016-07-31,2016,7,4.0535,0.0077066500932254645,0.007677105561223424,False
MYS,2016-08-31,2016,8,4.0495,-0.000986801529542225,-0.0009872887387171224,False
MYS,2016-09-30,2016,9,4.1455,0.023706630448203425,0.02342999186722877,False
MYS,2016-10-31,2016,10,4.204,0.01411168737184898,0.014013044440568338,False
MYS,2016-11-30,2016,11,4.466,0.062321598477640405,0.0604567004032615,False
MYS,2016-12-31,2016,12,4.486,0.004478280340349139,0.004468282680050275,False
NAM,1990-01-31,1990,1,2.5595,,,False
NAM,1990-02-28,1990,2,2.55649,-0.0011760109396365959,-0.0011767029831220134,False
NAM,1990-03-31,1990,3,2.6545,0.03833772085945952,0.03762108910921018,False
NAM,1990-04-30,1990,4,2.6635,0.0033904690148802707,0.0033847343333275365,False
NAM,1990-05-31,1990,5,2.6525,-0.004129904261310324,-0.0041384558689156505,False
NAM,1990-06-30,1990,6,2.659,0.002450518378887878,0.002447520754881649,False
NAM,1990-07-31,1990,7,2.59,-0.025949605114704788,-0.026292236549436392,False
NAM,1990-08-31,1990,8,2.5735,-0.006370656370656258,-0.006391035600774105,False
NAM,1990-09-30,1990,9,2.566,-0.002914319020788869,-0.002918573917227539,False
NAM,1990-10-31,1990,10,2.6114,0.017692907248636036,0.017538209798356495,False
NAM,1990-11-30,1990,11,2.522,-0.03423451022440083,-0.03483423844907346,False
NAM,1990-12-31,1990,12,2.5625,0.016058683584456945,0.015931106921798912,False
NAM,1991-01-31,1991,1,2.54,-0.008780487804878057,-0.00881926343408136,False
NAM,1991-02-28,1991,2,2.566,0.010236220472440882,0.01018418516299941,False
NAM,1991-03-31,1991,3,2.73149,0.06449337490257223,0.06249898166136041,False
NAM,1991-04-30,1991,4,2.7869,0.020285631651589586,0.020082619125778974,False
NAM,1991-05-31,1991,5,2.80552,0.00668125874627723,0.006659038056932407,False
NAM,1991-06-30,1991,6,2.88951,0.029937409107758883,0.029498032538558632,False
NAM,1991-07-31,1991,7,2.8659,-0.008170935556547687,-0.008204500614139633,False
NAM,1991-08-31,1991,8,2.8735,0.0026518720122823414,0.0026483620037238277,False
NAM,1991-09-30,1991,9,2.80497,-0.02384896467722286,-0.024137955235359186,False
NAM,1991-10-31,1991,10,2.8335,0.01017123177787993,0.010119852897236895,False
NAM,1991-11-30,1991,11,2.8,-0.011822833950944078,-0.01189327944637866,False
NAM,1991-12-31,1991,12,2.74303,-0.020346428571428432,-0.020556268355131496,False
NAM,1992-01-31,1992,1,2.801,0.021133563978520176,0.02091334745194494,False
NAM,1992-02-29,1992,2,2.845,0.01570867547304533,0.01558657130032276,False
NAM,1992-03-31,1992,3,2.875,0.010544815465729274,0.010489606671019443,False
NAM,1992-04-30,1992,4,2.875,0.0,0.0,False
